"concept","word","country","gender","preference","id"
"Food and fodder","It Is Specifically For Animals.","Uganda","Female","LessPreferred",4200
"Drought avoidance","This Maize Variety Grows Within Four Months Thus It Cannot Do Well In Our Area Because Of Drought","Uganda","Female","LessPreferred",4201
"Family nutrition","Bwcause It Is Yellow In Colour And It Might Be Hard To Get Market For Yellow Maize","Uganda","Male","LessPreferred",4202
"Home use","Because Am Not So Much Of Eating Posho And According To The Three Varities I Would Put This To Number Three","Uganda","Male","LessPreferred",4203
"Home use","This Is Because If I Hervest The Drought Resistance I Can Still Use It At Home Or Sell","Uganda","Female","LessPreferred",4204
"Intercropping (with beans)","Because You Can Not Use The Weeding Drugs Since They Are Different You Can`T Use The Same Drug Since The One For Maize Is Different From Beans","Uganda","Male","LessPreferred",4205
"Green maize","Because It Is Hard To Get Market For Green Maize","Uganda","Female","LessPreferred",4206
"Livestock feed","Because It Is Yellow In Colour And It Has No Market","Uganda","Female","LessPreferred",4207
"Home use","All Veriaties Are Good But This Would Be My Last Since Even The One I Grow Is For Consumptio","Uganda","Female","LessPreferred",4208
"Food and fodder","Its Basically Nutious For Animals","Uganda","Female","LessPreferred",4209
"Family nutrition","The Yellow Maize Has No Market","Uganda","Female","LessPreferred",4210
"Family nutrition","The Yellow Maize Has No Market Its Like Niylon","Uganda","Female","LessPreferred",4211
"Intercropping (with beans)","It Needs Big Spacing While Planting","Uganda","Male","LessPreferred",4212
"Livestock feed","This Yellow Variety Has No Market","Uganda","Male","LessPreferred",4213
"Green maize","Its Mostly Good For People Who Sell Fresh Maize Yet Fresh Maize Has Low Prices","Uganda","Male","LessPreferred",4214
"Livestock feed","Because It Is Not Drought Resistant","Uganda","Male","LessPreferred",4215
"Resilience","It`S Somehow Similar To The One I Always Plant","Uganda","Male","LessPreferred",4216
"Green maize","It Has Gaps In Between Lines On The Cob So It May Yield Less.","Uganda","Female","LessPreferred",4217
"Livestock feed","Because It Is For Animals Only","Uganda","Female","LessPreferred",4218
"Intercropping (with beans)","Because It Needs Alot Spacing And Thus Taking Bigger Land","Uganda","Male","LessPreferred",4219
"Livestock feed","Because It`S Yellow In Color This Makes It Hard To Be Sold. People Like White Maize","Uganda","Female","LessPreferred",4220
"Livestock feed","Its Not Drought Resistant And It Can Be Affected By Disease Easily","Uganda","Male","LessPreferred",4221
"Intercropping (with beans)","Low Returns","Uganda","Male","LessPreferred",4222
"Food and fodder","Low Harvest","Uganda","Male","LessPreferred",4223
"Livestock feed","Does Not Farm Animals","Uganda","Female","LessPreferred",4224
"Food and fodder","No Animals","Uganda","Female","LessPreferred",4225
"Livestock feed","Because It Can Not Be Eaten By People","Uganda","Male","LessPreferred",4226
"Intercropping (with beans)","It Needs Alot Of Spacing When Planting So It Consumes Land","Uganda","Male","LessPreferred",4227
"Drought avoidance","Because It Takes Less Months To Mature It Maybe Be Having Small Seeds","Uganda","Female","LessPreferred",4228
"Family nutrition","Because It Is Not Resilient To All Maize Diseases","Uganda","Female","LessPreferred",4229
"Family nutrition","Has No Market.","Uganda","Male","LessPreferred",4230
"Green maize","Similar To Mine","Uganda","Male","LessPreferred",4231
"Food and fodder","Gives Low Output At Harvest Period.","Uganda","Female","LessPreferred",4232
"Green maize","No Difference With Mine.","Uganda","Female","LessPreferred",4233
"Family nutrition","The Yellow Maize Has No Market","Uganda","Female","LessPreferred",4234
"Home use","It Seems It Takes Long Time To Mature","Uganda","Male","LessPreferred",4235
"Intercropping (with beans)","Intercropping Might Give You Low Yields","Uganda","Male","LessPreferred",4236
"Food and fodder","The Fact That It Is For Only Pigs And Chicken Humans Might Eat","Uganda","Male","LessPreferred",4237
"Green maize","Since I Planted Some Seeds I Got From Kenya And It Looks Similar","Uganda","Male","LessPreferred",4238
"Resilience","The Fact That Even The Maize We Grow Serves The Same Purpose As This One","Uganda","Female","LessPreferred",4239
"Livestock feed","The Fact That It Is Yellow In Colour And Has No Marketand I Don`T Rear The Mentioned Animals","Uganda","Female","LessPreferred",4240
"Green maize","Limited Market For Fresh Maize","Uganda","Female","LessPreferred",4241
"Intercropping (with beans)","Low Yields","Uganda","Male","LessPreferred",4242
"Livestock feed","I Dont Have Animals To Feed On To This Variety","Uganda","Female","LessPreferred",4243
"Green maize","It Has Limited Market","Uganda","Male","LessPreferred",4244
"Resilience","It Has Less Yields And It Needs Fertilizers","Uganda","Female","LessPreferred",4245
"Livestock feed","Its Easily Affected By Drought And Diseases","Uganda","Male","LessPreferred",4246
"Drought avoidance","It Can Be Easily Affected By Diseases","Uganda","Female","LessPreferred",4247
"Livestock feed","It Takes 4Months Like The One Shs Grows","Uganda","Female","LessPreferred",4248
"Livestock feed","Its Market Is Hard To Get","Uganda","Male","LessPreferred",4249
"Family nutrition","Because Of Its Yellow Posho Which Will Make Its Market Hard To Get","Uganda","Male","LessPreferred",4250
"Food and fodder","Almost The Same With The Maize We Grow","Uganda","Female","LessPreferred",4251
"Green maize","No Market For Fresh Maize","Uganda","Male","LessPreferred",4252
"Family nutrition","All Maize Is Has Nutrients","Uganda","Female","LessPreferred",4253
"Livestock feed","No Animals Hence Little Market","Uganda","Male","LessPreferred",4254
"Intercropping (with beans)","I Don`T Mix Crops Don`T Like Weeding","Uganda","Male","LessPreferred",4255
"Family nutrition","Customers Does Not Like Yellow Maize Variety.","Uganda","Male","LessPreferred",4256
"Family nutrition","Customers Do Not Like Yellow Maize Variety.","Uganda","Female","LessPreferred",4257
"Livestock feed","It Does Not Have Ready Market.","Uganda","Male","LessPreferred",4258
"Green maize","It Takes A Long Time To Mature.","Uganda","Male","LessPreferred",4259
"Family nutrition","It Has Vitamin A","Uganda","Female","LessPreferred",4260
"Green maize","It Is Good When Sold Still Green And For Us We Want It For Food","Uganda","Female","LessPreferred",4261
"Food and fodder","It Requires Much Fertilizers","Uganda","Male","LessPreferred",4262
"Family nutrition","It Is Yelow In Color And I Prefer White Maize","Uganda","Female","LessPreferred",4263
"Intercropping (with beans)","Over Spacing Takes Alot Of Space In The Garden","Uganda","Male","LessPreferred",4264
"Food and fodder","It Is Only For Animals.","Uganda","Female","LessPreferred",4265
"Home use","Because It Is Similar The Local One Interms Of Consumption.","Uganda","Male","LessPreferred",4266
"Family nutrition","Because It Is Mainly For Animals.","Uganda","Female","LessPreferred",4267
"Intercropping (with beans)","The Yields May Be Low Because Of Intercropping.","Uganda","Male","LessPreferred",4268
"Livestock feed","Its Not Drought Resistant And Disease Free And Not So Marketable","Uganda","Female","LessPreferred",4269
"Livestock feed","Consumes Alot Of Fertilizer And It Doesn`T Sustain Drought","Uganda","Male","LessPreferred",4270
"Intercropping (with beans)","Less Yields","Uganda","Female","LessPreferred",4271
"Livestock feed","It Takes Alot Of Fertilizer And Doesn`T Sustain Drought","Uganda","Male","LessPreferred",4272
"Food and fodder","It Cant Be Eaten Because Its Not Delicious And Its Yellow","Uganda","Female","LessPreferred",4273
"Drought avoidance","It Needs Alot Of Fertilizers","Uganda","Male","LessPreferred",4274
"Livestock feed","Its Only For Animalsi Dont Grow Something I Dont Eat","Uganda","Female","LessPreferred",4275
"Family nutrition","It Mostly Helps Only Children Therefore Not That Good For Me","Uganda","Female","LessPreferred",4276
"Livestock feed","I Need Something To Feed The Family With Than Just Selling To Livestock Farmers Who Already Have Theirs","Uganda","Female","LessPreferred",4277
"Resilience","Some Of The Agro Dealers Have Lied To Us That They Sell Resilient Types Yet Not Hence Incurring Losses","Uganda","Male","LessPreferred",4278
"Resilience","It Doesnt Yield Alot","Uganda","Male","LessPreferred",4279
"Home use","Its The One The Respondent Has Been Growing  Needs A Change","Uganda","Male","LessPreferred",4280
"Intercropping (with beans)","Mixing With My Beans","Uganda","Female","LessPreferred",4281
"Family nutrition","Its Yellow Maizewe Dont Do Well With Yellow Maize","Uganda","Female","LessPreferred",4282
"Livestock feed","It Cant Feed My Family And No Market If I Grow It","Uganda","Male","LessPreferred",4283
"Green maize","I Can Feed My Home And My Animals As Well","Uganda","Female","LessPreferred",4284
"Intercropping (with beans)","It Requires Iver Spacing And This Consumes Alot Of Space","Uganda","Male","LessPreferred",4285
"Family nutrition","It Does Not Yield As Much As The Other Varieties","Uganda","Male","LessPreferred",4286
"Resilience","It Yields In Four Months Which Is Longer Than The First One Which Yields In Three And Ahalf Months","Uganda","Female","LessPreferred",4287
"Food and fodder","It Does Not Yield As Much As The Others","Uganda","Female","LessPreferred",4288
"Resilience","It Can Easily Be Affected By Diseases.B","Uganda","Male","LessPreferred",4289
"Home use","The Maize Cob Is Small In Size.","Uganda","Male","LessPreferred",4290
"Drought avoidance","It Has A Small Cob And Short.","Uganda","Female","LessPreferred",4291
"Resilience","The Yields May Be Minimal.","Uganda","Male","LessPreferred",4292
"Family nutrition","Not Very Resistant To Drought","Uganda","Male","LessPreferred",4293
"Livestock feed","The Piece Of Land Isnot Enough For Him To Include Mzize For Animal Feeds","Uganda","Male","LessPreferred",4294
"Livestock feed","It Not Drought And Disease Resistant","Uganda","Female","LessPreferred",4295
"Food and fodder","The Respondent Has No Animsls","Uganda","Female","LessPreferred",4296
"Family nutrition","In Case Of Drought You Can Make Loss","Uganda","Male","LessPreferred",4297
"Livestock feed","Doesn`T Sustain Drought And Diseases","Uganda","Female","LessPreferred",4298
"Home use","Low Yields","Uganda","Female","LessPreferred",4299
"Livestock feed","It`S Not Drought Resistant And Disease Free","Uganda","Male","LessPreferred",4300
"Family nutrition","It Can Easily Be Affected By Diseases Though Nutrious.","Uganda","Female","LessPreferred",4301
"Livestock feed","It Is Mainly For Animals.","Uganda","Male","LessPreferred",4302
"Intercropping (with beans)","It Yields More When You Intercrop And I Prefer Planting Maize Alone Without Any Other Plant","Uganda","Female","LessPreferred",4303
"Livestock feed","Because It Mainly For Animals.","Uganda","Male","LessPreferred",4304
"Livestock feed","It Doesn`T Sustain Drought And Disease","Uganda","Male","LessPreferred",4305
"Drought avoidance","Early Harvest Can Lead To Make A Loss","Uganda","Male","LessPreferred",4306
"Livestock feed","It`S For Animals And Doesn`T Sustain Drought","Uganda","Female","LessPreferred",4307
"Intercropping (with beans)","It Gives Small Yields","Uganda","Female","LessPreferred",4308
"Food and fodder","The Agro Dealer In The Video Said The Harvest May Be Minimal","Uganda","Female","LessPreferred",4309
"Livestock feed","Its Not Multipurpose And Not So Much For Home Use","Uganda","Male","LessPreferred",4310
"Home use","Its The Same As Drought Avoidance Varieties","Uganda","Female","LessPreferred",4311
"Livestock feed","Its For Only Animals And I Dont Rear As Much","Uganda","Female","LessPreferred",4312
"Family nutrition","The Maize Is In Yellow Color And It Does Jot Have Rwady Market","Uganda","Male","LessPreferred",4313
"Livestock feed","I May Plant It And At The End I Fail To Get Market For It","Uganda","Male","LessPreferred",4314
"Green maize","I Cannot Sell Green Maize Because It Will Pay Me Less","Uganda","Female","LessPreferred",4315
"Intercropping (with beans)","It Has A Higher Yield Period","Uganda","Male","LessPreferred",4316
"Livestock feed","The Feeding Variety Is More Expensive Than The Intercropping Variety In Terms Of Fertilizers","Uganda","Male","LessPreferred",4317
"Food and fodder","I Can Feed Family And Animals On Same Maize So Dont Need To Grow Unique Maize Variety","Uganda","Female","LessPreferred",4318
"Family nutrition","Because Its Not Multipurpose Just For Eating To Promote Health Of Family","Uganda","Male","LessPreferred",4319
"Green maize","Doesnt Yield Alot","Uganda","Female","LessPreferred",4320
"Livestock feed","It Requires Higher Fertilizers.","Uganda","Female","LessPreferred",4321
"Home use","It Is Not Highly Productive","Uganda","Female","LessPreferred",4322
"Intercropping (with beans)","Low Yields Are Expected","Uganda","Female","LessPreferred",4323
"Intercropping (with beans)","It Produces Low Yields.Hey","Uganda","Female","LessPreferred",4324
"Family nutrition","Customers Do Not Like Yellow Maize Variety.","Uganda","Female","LessPreferred",4325
"Resilience","This Maize Variety Has Limited Market And Requires A Lot Of Fertilizers","Uganda","Female","LessPreferred",4326
"Livestock feed","This Maize Variety Has No Market","Uganda","Female","LessPreferred",4327
"Intercropping (with beans)","The Yields Are Less Due To Big Spacing","Uganda","Female","LessPreferred",4328
"Livestock feed","This Maize Variety Is For Feeding Animal`S And It Has No Market","Uganda","Female","LessPreferred",4329
"Food and fodder","This Maize Variety Yields Less Maize","Uganda","Male","LessPreferred",4330
"Intercropping (with beans)","Because It May Need Much Spacing And Perharps It My Not Need To Be Planted In A Fix Way","Uganda","Male","LessPreferred",4331
"Family nutrition","Its Because That One Is Just For Home Consumption I Cannot Sell It","Uganda","Male","LessPreferred",4332
"Livestock feed","It May Need Some Fertilisers While Growing","Uganda","Male","LessPreferred",4333
"Livestock feed","Because I Plant And Crops Purposely For Commercial Purpose And Getting Customers Who Would Buy This Is Very Hard","Uganda","Male","LessPreferred",4334
"Intercropping (with beans)","I Like Monocropping For Better Yields.","Uganda","Male","LessPreferred",4335
"Family nutrition","This Maize Variety","Uganda","Male","LessPreferred",4336
"Livestock feed","This Maize Variety Is Prone To Drought","Uganda","Male","LessPreferred",4337
"Livestock feed","This Maize Variety Has Low Market In The Community","Uganda","Male","LessPreferred",4338
"Intercropping (with beans)","This Maize Variety Yields Less Due To Big Spacing","Uganda","Male","LessPreferred",4339
"Livestock feed","This Maize Variety Is Mostly For Feeding Pigs Which I Don`T Rear","Uganda","Female","LessPreferred",4340
"Livestock feed","It Is For Animals And It Has No Market","Uganda","Male","LessPreferred",4341
"Food and fodder","It May Not Yield Well During The Drought","Uganda","Female","LessPreferred",4342
"Home use","They Saidnthis One Is Goodnfor Home Consumption And Yet For Me I Grow Maize For Selling","Uganda","Male","LessPreferred",4343
"Livestock feed","It Is For Animals Only","Uganda","Male","LessPreferred",4344
"Family nutrition","It Takes Long To Grow.","Uganda","Male","LessPreferred",4345
"Home use","Because The Chances Of Getting Low Yields Are High Incase Of Drought And Diseases.","Uganda","Male","LessPreferred",4346
"Family nutrition","Because It Requires Alot Of Spacing.","Uganda","Female","LessPreferred",4347
"Livestock feed","Because It Is Mainly For Animals.","Uganda","Male","LessPreferred",4348
"Food and fodder","The Respondent Doesnot Rear Animals And Has A Small Piece Of Land","Uganda","Female","LessPreferred",4349
"Home use","Because Its Just For Home Use Yet The Respondent Rears Chicken","Uganda","Female","LessPreferred",4350
"Food and fodder","Because The Respondent Has No Animals And Not Many Live Stock Farmers In The Area","Uganda","Female","LessPreferred",4351
"Home use","Because It Is Mainly For Eating  If The Respondent Grew Alot Of Maize  He Cant Eat All","Uganda","Male","LessPreferred",4352
"Resilience","You Can`T Mix It With Different Crops At The Same Time","Uganda","Female","LessPreferred",4353
"Drought avoidance","Early Harvesting Can Lead To Loss","Uganda","Male","LessPreferred",4354
"Livestock feed","Don`T Rear Animals And Doesn`T Sustain Drought","Uganda","Male","LessPreferred",4355
"Livestock feed","It Doesn`T Sustain Drought And It Takes Alot Of Fertilizer","Uganda","Female","LessPreferred",4356
"Family nutrition","Because It Can Not Be Easily Sold.","Uganda","Female","LessPreferred",4357
"Food and fodder","It Has No Market Mostly Because Of Its Colour","Uganda","Male","LessPreferred",4358
"Green maize","Selling Green Maize Yields Little Money","Uganda","Female","LessPreferred",4359
"Family nutrition","Its Yellow","Uganda","Female","LessPreferred",4360
"Home use","Same As Others","Uganda","Female","LessPreferred",4361
"Green maize","Resistant To Drought","Uganda","Male","LessPreferred",4362
"Intercropping (with beans)","I Have My Animals","Uganda","Male","LessPreferred",4363
"Home use","This Variety Has Low Yields Even If It`S For Home Consumption","Uganda","Female","LessPreferred",4364
"Resilience","It Can Grow In Infertile Soils","Uganda","Female","LessPreferred",4365
"Home use","It Is Not Different From What Am Growing.","Uganda","Female","LessPreferred",4366
"Food and fodder","It Is Almost The Same As My Variety.","Uganda","Male","LessPreferred",4367
"Home use","This Variety Has Low Yields","Uganda","Female","LessPreferred",4368
"Family nutrition","This Variety Needs Fertilizers To Grow Well","Uganda","Male","LessPreferred",4369
"Livestock feed","He Doesn`T Have Animal At The Moment To Feed Them Using This Maize Variety","Uganda","Male","LessPreferred",4370
"Livestock feed","Its His Least Preferred Because It Has No Market","Uganda","Male","LessPreferred",4371
"Green maize","The Respondent Finds The Green Maize Her Least Preferred Since She Mostly Sells Her Maize Dry","Uganda","Female","LessPreferred",4372
"Livestock feed","Its Majorly For Animal Feeds Yet My Concertration Is On Home Consumption","Uganda","Female","LessPreferred",4373
"Intercropping (with beans)","It Gives Less Yields","Uganda","Female","LessPreferred",4374
"Drought avoidance","It Gives Less Yields In Case Of Drought","Uganda","Female","LessPreferred",4375
"Green maize","I May Not Get Market For Fresh Maize","Uganda","Female","LessPreferred",4376
"Livestock feed","It May Be Hard For Me To Get Market For This Kind Of Maize For Me","Uganda","Male","LessPreferred",4377
"Livestock feed","It Requires Alot Of Fertilizers","Uganda","Male","LessPreferred",4378
"Green maize","This Maize Variety Not Drought Tolerant","Uganda","Male","LessPreferred",4379
"Resilience","It`S Requires Fertilizers To Do Well","Uganda","Male","LessPreferred",4380
"Resilience","It Requires Spacing.Th","Uganda","Male","LessPreferred",4381
"Food and fodder","It Produces Low Yields","Uganda","Male","LessPreferred",4382
"Livestock feed","It Does Not Have Ready Market.","Uganda","Female","LessPreferred",4383
"Green maize","Only Preferred When Fresh And Has No Much Difference","Uganda","Male","LessPreferred",4384
"Family nutrition","Only Fresh Maize","Uganda","Male","LessPreferred",4385
"Livestock feed","It`S Only For Animals","Uganda","Female","LessPreferred",4386
"Green maize","This Is Common And Even Others Can Be Eaten Fresh","Uganda","Female","LessPreferred",4387
"Family nutrition","Its Yellow May Make It Difficult In The Market Since Most Buyers Are Not Familiar To The Colour.","Uganda","Male","LessPreferred",4388
"Livestock feed","Its The Same With The One He Plants","Uganda","Male","LessPreferred",4389
"Family nutrition","Because She Believes That All Types Of Maize Havd Nutrients In Them So Nothing That Special With It","Uganda","Female","LessPreferred",4390
"Intercropping (with beans)","Since She Is Intercropping The Yields Will Be Less That Of Monocropping .","Uganda","Female","LessPreferred",4391
"Home use","It Is Not Highly Productive.","Uganda","Female","LessPreferred",4392
"Food and fodder","It Produces Low Yields","Uganda","Female","LessPreferred",4393
"Livestock feed","The Colour Is Not Marketable And Only For Animals","Uganda","Female","LessPreferred",4394
"Green maize","Same Like Others","Uganda","Male","LessPreferred",4395
"Green maize","Green Maize Has Limited Market","Uganda","Female","LessPreferred",4396
"Resilience","This Variety Needs Fertilizers To Perform Well","Uganda","Male","LessPreferred",4397
"Green maize","This Variety Requires Fertilizers Which Are Expensive","Uganda","Male","LessPreferred",4398
"Intercropping (with beans)","Its The Same With Her Usual Maize She Plants.","Uganda","Female","LessPreferred",4399
"Livestock feed","It Might Be Problematic To Get Market For This Type Of Maize","Uganda","Male","LessPreferred",4400
"Green maize","She Doesn`T Grow Maize To Sell When Still Fresh.","Uganda","Female","LessPreferred",4401
"Livestock feed","This Variety Is For Feeding Animal`S","Uganda","Female","LessPreferred",4402
"Food and fodder","This Maize Variety Takes A Longer Time To Mature Thus Can Be Affected By Drought","Uganda","Male","LessPreferred",4403
"Green maize","This Maize Variety Requires Fertilizers Which Are Expensive To Buy","Uganda","Male","LessPreferred",4404
"Family nutrition","It Can Not Be Intercropped","Uganda","Female","LessPreferred",4405
"Family nutrition","It Can Be Affected By Diseases.","Uganda","Male","LessPreferred",4406
"Resilience","It Is Not Highly Productive","Uganda","Male","LessPreferred",4407
"Livestock feed","It Does Not Have Ready Market.","Uganda","Female","LessPreferred",4408
"Family nutrition","This One Has No Market Because Of The Colour Yellow","Uganda","Female","LessPreferred",4409
"Home use","Because Its Only For Home Yet Use Yet She Has Animals","Uganda","Female","LessPreferred",4410
"Livestock feed","She Cannot Grow Maize For Only Animals.","Uganda","Female","LessPreferred",4411
"Resilience","It May Not Attract Market Like The White Type","Uganda","Male","LessPreferred",4412
"Livestock feed","I Cant Plant Something I Dont Eat And Give It To Animals Only","Uganda","Male","LessPreferred",4413
"Green maize","It May Have Li Ited Market","Uganda","Female","LessPreferred",4414
"Livestock feed","It Favours Those Who Are Keeping Animals On Large Scale","Uganda","Male","LessPreferred",4415
"Family nutrition","Also Others Have Nutrition","Uganda","Male","LessPreferred",4416
"Livestock feed","It Requires A Lot Of Inputs","Uganda","Male","LessPreferred",4417
"Food and fodder","Almost Like Other Varieties A Part From Dry Leftover For Animals","Uganda","Female","LessPreferred",4418
"Family nutrition","My Children Are Old Enough","Uganda","Female","LessPreferred",4419
"Resilience","He Does Not Like The Leaves Of The Maize","Uganda","Male","LessPreferred",4420
"Green maize","No Market For Fresh Maize","Uganda","Male","LessPreferred",4421
"Livestock feed","Have No Animals","Uganda","Female","LessPreferred",4422
"Livestock feed","Good For Only Animals","Uganda","Male","LessPreferred",4423
"Home use","It`S The Same With Other Maize That Is Eaten At Hom","Uganda","Female","LessPreferred",4424
"Livestock feed","Its Mostly For Animals Only","Uganda","Female","LessPreferred",4425
"Drought avoidance","Low Yields","Uganda","Male","LessPreferred",4426
"Green maize","I May Find It Hard To Get Market For It","Uganda","Female","LessPreferred",4427
"Livestock feed","Hard To Get Market For This Variety","Uganda","Male","LessPreferred",4428
"Family nutrition","Customers Do Not Like Yellow Type Of Maize","Uganda","Female","LessPreferred",4429
"Resilience","It Isthe Not Highly Productive","Uganda","Female","LessPreferred",4430
"Family nutrition","There Is A Possility Of Making A Loss Incase Of Drought.","Uganda","Male","LessPreferred",4431
"Food and fodder","It Matures In 4 Months","Uganda","Female","LessPreferred",4432
"Livestock feed","It Has No Market And Its Easily Affected By Drought And Diseases","Uganda","Male","LessPreferred",4433
"Livestock feed","It Doesnot Have Market When She Opts To Sell Off Some.","Uganda","Female","LessPreferred",4434
"Family nutrition","This Maize Is Limited To Only Humans","Uganda","Male","LessPreferred",4435
"Livestock feed","Because It Caters For Only Animals","Uganda","Female","LessPreferred",4436
"Green maize","This Variety Requires Various Fertilizers","Uganda","Male","LessPreferred",4437
"Home use","This Variety Can Be Intercropped And Get Sauce Also. It Favours Farmers Who Have Small Land","Uganda","Male","LessPreferred",4438
"Livestock feed","This Maize Variety Is For Feeding Animal`S","Uganda","Male","LessPreferred",4439
"Resilience","This Maize Variety Can`T Do Well When Intercropped","Uganda","Female","LessPreferred",4440
"Livestock feed","I Dont Have Animals To Feed On This Type And Market May Be A Problem","Uganda","Male","LessPreferred",4441
"Livestock feed","No Market For This Variety","Uganda","Female","LessPreferred",4442
"Food and fodder","I Dont Have Animals To Be Fed On This Variety","Uganda","Male","LessPreferred",4443
"Home use","Its Not So Much Drought Resistant","Uganda","Female","LessPreferred",4444
"Home use","This Maize Variety Requires Fertilizers To Grow Well","Uganda","Male","LessPreferred",4445
"Livestock feed","This Maize Variety Has No Market In Our Community","Uganda","Female","LessPreferred",4446
"Drought avoidance","This Maize Variety Requires Fertilizers Which Are Expensive","Uganda","Female","LessPreferred",4447
"Family nutrition","This Maize Variety Takes A Longer Period To Mature","Uganda","Male","LessPreferred",4448
"Green maize","Not Interested In Eating Fresh Maize.","Uganda","Male","LessPreferred",4449
"Livestock feed","It Does Not Have Ready Market.","Uganda","Female","LessPreferred",4450
"Livestock feed","It Is Affected By Diseases.","Uganda","Female","LessPreferred",4451
"Green maize","It Requires Different Types Of Fertilizers","Uganda","Male","LessPreferred",4452
"Livestock feed","It Has No Market","Uganda","Male","LessPreferred",4453
"Intercropping (with beans)","I Already Use It","Uganda","Male","LessPreferred",4454
"Food and fodder","The Same Maize As We Have","Uganda","Female","LessPreferred",4455
"Family nutrition","It Has Not Impressed Me","Uganda","Female","LessPreferred",4456
"Livestock feed","Because Its Hard To Get Its Market There Are No Factories That Process Animal Feeds","Uganda","Male","LessPreferred",4457
"Green maize","Its More Less The Same With The One She Normally Grows","Uganda","Female","LessPreferred",4458
"Resilience","Because She Is So Much Interested In The Feed Variety","Uganda","Female","LessPreferred",4459
"Food and fodder","Because Anyother Variety Can Be Have Its Remains Given To Animals","Uganda","Male","LessPreferred",4460
"Food and fodder","It Needs Fertilizers Which May Be Expensive For Him","Uganda","Male","LessPreferred",4461
"Intercropping (with beans)","Because It Looks The Same With The One She Plans To Plant","Uganda","Female","LessPreferred",4462
"Livestock feed","This One Can Not Work For Her Since Its For Only Pigs And Chicken","Uganda","Female","LessPreferred",4463
"Livestock feed","Because Its Mainly Good For Animals","Uganda","Male","LessPreferred",4464
"Intercropping (with beans)","Because She Doesnot Intercrop While Growing Maize So Its Her Least Preference","Uganda","Female","LessPreferred",4465
"Food and fodder","Because Its Like Other Maize Because They Also Feed On It Tge Animals","Uganda","Female","LessPreferred",4466
"Livestock feed","Because Its Mainly Good For Animals And Has No Market Apart From Selling It To Piggery People","Uganda","Female","LessPreferred",4467
"Home use","Almost The Same As The One We Use","Uganda","Male","LessPreferred",4468
"Green maize","Limited Market Of Fresh Maize","Uganda","Male","LessPreferred",4469
"Livestock feed","No Market Because No Animals Here","Uganda","Male","LessPreferred",4470
"Food and fodder","It Has Some Similarities With What I Have","Uganda","Female","LessPreferred",4471
"Livestock feed","It`S Only For Animals","Uganda","Male","LessPreferred",4472
"Green maize","Market Challenges","Uganda","Female","LessPreferred",4473
"Home use","I Only Have Two Choices To Make","Uganda","Female","LessPreferred",4474
"Resilience","It Gives Low Yields","Uganda","Male","LessPreferred",4475
"Intercropping (with beans)","It Gives Less Yields And It Takes A Long Process To Weed Beans And Maize","Uganda","Male","LessPreferred",4476
"Green maize","It May Hafe Limited Market","Uganda","Male","LessPreferred",4477
"Livestock feed","Its Hard To Get Market As We Dont Have Many Animal Keepers In Our Community And Im Not An Animal Farmer.","Uganda","Female","LessPreferred",4478
"Home use","The Yields Are Not So Much","Uganda","Male","LessPreferred",4479
"Green maize","It Has Limited Market","Uganda","Female","LessPreferred",4480
"Intercropping (with beans)","When Yiu Intercrop There Is Alot Of Spacing And Thisnreduces The Yields. If Yiu Intercrop With Beans And You Want To Use Chemicals To Kill The Weed Then The Beans Will Also Die","Uganda","Male","LessPreferred",4481
"Resilience","She Said For This One The Yields May Be Little","Uganda","Female","LessPreferred",4482
"Family nutrition","I Can Get Vitamins From Other Fruits Even If I Dont Have This Maiz3","Uganda","Male","LessPreferred",4483
"Livestock feed","They Said It Is For Only Animals And It May Not Have Market Since Most People Want The White Maize","Uganda","Female","LessPreferred",4484
"Home use","Its Not Multipurpose","Uganda","Male","LessPreferred",4485
"Resilience","Because Most Times I Spray My Gardens","Uganda","Female","LessPreferred",4486
"Livestock feed","It Isnt Multipurpose Compared To Feed And Fodder Variety","Uganda","Female","LessPreferred",4487
"Livestock feed","I Dont Rear Animals Therefore I Grow For Home Consumption","Uganda","Female","LessPreferred",4488
"Family nutrition","I Dont Like Yellow Maize","Uganda","Male","LessPreferred",4489
"Home use","Its Not So Much Important To Me Like The Animal Feeds","Uganda","Male","LessPreferred",4490
"Resilience","It Requires Fertilisers To Come Out Well.","Uganda","Female","LessPreferred",4491
"Livestock feed","It Is Basically For Animals.","Uganda","Male","LessPreferred",4492
"Food and fodder","It Requires Alot Of Fertilisers.","Uganda","Female","LessPreferred",4493
"Intercropping (with beans)","It Needs Alot Of Fertilisers.","Uganda","Male","LessPreferred",4494
"Drought avoidance","It Has Short Cobs.","Uganda","Female","LessPreferred",4495
"Drought avoidance","My Soils Is Goodcool And Fertile.Therefore This Variety Is Not So Much A Priority","Uganda","Male","LessPreferred",4496
"Livestock feed","It Is For Only Animals.","Uganda","Female","LessPreferred",4497
"Livestock feed","In My Community It May Not Have Market","Uganda","Female","LessPreferred",4498
"Resilience","It Can Yield Less","Uganda","Male","LessPreferred",4499
"Livestock feed","It Is Specific For Animals Only And Its Market May Be Rare Because People Dont Know About It And You Have To Explain Alot To Buyers To Be Able To Sell It.","Uganda","Male","LessPreferred",4500
"Drought avoidance","My Variety To Some Extent Is Also Drought Resistant.","Uganda","Female","LessPreferred",4501
"Intercropping (with beans)","The Returns On Harvest Are Less Whenever One Intercrops.","Uganda","Female","LessPreferred",4502
