"concept","preference","country","gender","word"
"Home use","LessPreferred","Uganda","Female","maynot good livestock"
"Livestock feed","LessPreferred","Uganda","Male","fodder varietys market hard especially villages resistant disease"
"Resilience","LessPreferred","Uganda","Male","video says yield popular"
"Home use","LessPreferred","Uganda","Male","maize requires fertilizer expensive"
"Livestock feed","LessPreferred","Uganda","Female","maize market community"
"Green maize","LessPreferred","Uganda","Male","maize little market community"
"Home use","LessPreferred","Uganda","Male","maize yield low"
"Livestock feed","LessPreferred","Uganda","Female","maize market community drought resistant"
"Home use","LessPreferred","Uganda","Female","uses"
"Family nutrition","LessPreferred","Uganda","Female","market limited"
"Home use","LessPreferred","Uganda","Male","similar uses"
"Livestock feed","LessPreferred","Uganda","Male","livestock yellow color market"
"Livestock feed","LessPreferred","Uganda","Male","livestock ready market"
"Livestock feed","LessPreferred","Uganda","Female","limited market"
"Food and fodder","LessPreferred","Uganda","Female","dont livestock fodder"
"Green maize","LessPreferred","Uganda","Male","market"
"Family nutrition","LessPreferred","Uganda","Male","sure ready market ithe"
"Drought avoidance","LessPreferred","Uganda","Female","ranks least preference easily bad storage long periods"
"Drought avoidance","LessPreferred","Uganda","Female","fears take alot fertilizer takes shorter time grow"
"Green maize","LessPreferred","Uganda","Male","market"
"Food and fodder","LessPreferred","Uganda","Male","yield much"
"Intercropping (with beans)","LessPreferred","Uganda","Male","allows weeding chemicals"
"Green maize","LessPreferred","Uganda","Female","mostly good fresh"
"Livestock feed","LessPreferred","Uganda","Male","weak conditions fodder livestock"
"Livestock feed","LessPreferred","Uganda","Female","weak disease"
"Food and fodder","LessPreferred","Uganda","Female","maize requires fertilizer"
"Food and fodder","LessPreferred","Uganda","Female","maize needs fertilizer"
"Livestock feed","LessPreferred","Uganda","Female","cant afford looking rearing livestock"
"Resilience","LessPreferred","Uganda","Female","require different types fertilizer"
"Livestock feed","LessPreferred","Uganda","Male","dont big land plant maize livestock maize household uses"
"Green maize","LessPreferred","Uganda","Male","market green maize"
"Livestock feed","LessPreferred","Uganda","Male","limited market"
"Family nutrition","LessPreferred","Uganda","Male","access market easily"
"Family nutrition","LessPreferred","Uganda","Male","yellow type msize ready market"
"Livestock feed","LessPreferred","Uganda","Male","requires higher fertilizer"
"Green maize","LessPreferred","Uganda","Female","ready market"
"Drought avoidance","LessPreferred","Uganda","Female","requires farm"
"Family nutrition","LessPreferred","Uganda","Female","wanted buy nutrient sure find market"
"Green maize","LessPreferred","Uganda","Male","farmer livestock"
"Drought avoidance","LessPreferred","Uganda","Male","maize less disease"
"Food and fodder","LessPreferred","Uganda","Female","maize needs farmers rear livestock"
"Food and fodder","LessPreferred","Uganda","Male","maize familiar maize hes planning grow"
"Green maize","LessPreferred","Uganda","Male","place theres market green maize"
"Livestock feed","LessPreferred","Uganda","Male","limited fodder livestock yet big household working"
"Food and fodder","LessPreferred","Uganda","Female","grow"
"Drought avoidance","LessPreferred","Uganda","Female","almost"
"Intercropping (with beans)","LessPreferred","Uganda","Male","yield small compared"
"Food and fodder","LessPreferred","Uganda","Female","low yield"
"Livestock feed","LessPreferred","Uganda","Male","mainly food livestock cant keep livestock livestock dont live together"
"Green maize","LessPreferred","Uganda","Female","limited market green"
"Home use","LessPreferred","Uganda","Male","maize already"
"Food and fodder","LessPreferred","Uganda","Female","specifically livestock"
"Drought avoidance","LessPreferred","Uganda","Female","maize grow months area drought"
"Family nutrition","LessPreferred","Uganda","Male","bwcauses yellow color might hard market yellow maize"
"Home use","LessPreferred","Uganda","Male","much eating posho according varities put number"
"Home use","LessPreferred","Uganda","Female","hervest drought resistant still uses household sell"
"Intercropping (with beans)","LessPreferred","Uganda","Male","uses weeding drugs different cant uses drug maize different"
"Green maize","LessPreferred","Uganda","Female","hard market green maize"
"Livestock feed","LessPreferred","Uganda","Female","yellow color market"
"Home use","LessPreferred","Uganda","Female","veriaties good last grow consumptio"
"Food and fodder","LessPreferred","Uganda","Female","basically nutious livestock"
"Family nutrition","LessPreferred","Uganda","Female","yellow maize market"
"Family nutrition","LessPreferred","Uganda","Female","yellow maize market niylon"
"Intercropping (with beans)","LessPreferred","Uganda","Male","needs big space planting"
"Livestock feed","LessPreferred","Uganda","Male","yellow market"
"Green maize","LessPreferred","Uganda","Male","mostly good people sell fresh maize yet fresh maize low prices"
"Livestock feed","LessPreferred","Uganda","Male","drought resistant"
"Resilience","LessPreferred","Uganda","Male","somehow similar always plant"
"Green maize","LessPreferred","Uganda","Female","gaps lines cobs yield less"
"Livestock feed","LessPreferred","Uganda","Female","livestock"
"Intercropping (with beans)","LessPreferred","Uganda","Male","needs alot space taking big land"
"Livestock feed","LessPreferred","Uganda","Female","yellow color makes hard sold people white maize"
"Livestock feed","LessPreferred","Uganda","Male","drought resistant affected disease easily"
"Intercropping (with beans)","LessPreferred","Uganda","Male","low returns"
"Food and fodder","LessPreferred","Uganda","Male","low harvest"
"Livestock feed","LessPreferred","Uganda","Female","farm livestock"
"Food and fodder","LessPreferred","Uganda","Female","livestock"
"Livestock feed","LessPreferred","Uganda","Male","people"
"Intercropping (with beans)","LessPreferred","Uganda","Male","needs alot space planting consumes land"
"Drought avoidance","LessPreferred","Uganda","Female","takes less months maturity maybe small seed"
"Family nutrition","LessPreferred","Uganda","Female","resilient maize disease"
"Family nutrition","LessPreferred","Uganda","Male","market"
"Green maize","LessPreferred","Uganda","Male","similar mine"
"Food and fodder","LessPreferred","Uganda","Female","gives low output harvest periods"
"Green maize","LessPreferred","Uganda","Female","difference mine"
"Family nutrition","LessPreferred","Uganda","Female","yellow maize market"
"Home use","LessPreferred","Uganda","Male","seems takes long time maturity"
"Intercropping (with beans)","LessPreferred","Uganda","Male","intercrop might give low yield"
"Food and fodder","LessPreferred","Uganda","Male","facts livestock poultry human might eat"
"Green maize","LessPreferred","Uganda","Male","planted seed got kenya looks similar"
"Resilience","LessPreferred","Uganda","Female","facts maize grow serves purpose"
"Livestock feed","LessPreferred","Uganda","Female","facts yellow color marketand dont rear mentioned livestock"
"Green maize","LessPreferred","Uganda","Female","limited market fresh maize"
"Intercropping (with beans)","LessPreferred","Uganda","Male","low yield"
"Livestock feed","LessPreferred","Uganda","Female","dont livestock fodder"
"Green maize","LessPreferred","Uganda","Male","limited market"
"Resilience","LessPreferred","Uganda","Female","less yield needs fertilizer"
"Livestock feed","LessPreferred","Uganda","Male","easily affected drought disease"
"Drought avoidance","LessPreferred","Uganda","Female","easily affected disease"
"Livestock feed","LessPreferred","Uganda","Female","takes months shs grow"
"Livestock feed","LessPreferred","Uganda","Male","market hard"
"Family nutrition","LessPreferred","Uganda","Male","yellow posho make market hard"
"Food and fodder","LessPreferred","Uganda","Female","almost maize grow"
"Green maize","LessPreferred","Uganda","Male","market fresh maize"
"Family nutrition","LessPreferred","Uganda","Female","maize nutrient"
"Livestock feed","LessPreferred","Uganda","Male","livestock little market"
"Intercropping (with beans)","LessPreferred","Uganda","Male","dont mix crop dont weeding"
"Family nutrition","LessPreferred","Uganda","Male","customers yellow maize"
"Family nutrition","LessPreferred","Uganda","Female","customers yellow maize"
"Livestock feed","LessPreferred","Uganda","Male","ready market"
"Green maize","LessPreferred","Uganda","Male","takes long time maturity"
"Family nutrition","LessPreferred","Uganda","Female","nutritious"
"Green maize","LessPreferred","Uganda","Female","good sold still green wants food"
"Food and fodder","LessPreferred","Uganda","Male","requires much fertilizer"
"Family nutrition","LessPreferred","Uganda","Female","yelow color prefers  white maize"
"Intercropping (with beans)","LessPreferred","Uganda","Male","space takes alot space garden"
"Food and fodder","LessPreferred","Uganda","Female","livestock"
"Home use","LessPreferred","Uganda","Male","similar local interms consumption"
"Family nutrition","LessPreferred","Uganda","Female","mainly livestock"
"Intercropping (with beans)","LessPreferred","Uganda","Male","yield low intercrop"
"Livestock feed","LessPreferred","Uganda","Female","drought resistant disease free market"
"Livestock feed","LessPreferred","Uganda","Male","consumes alot fertilizer doesnt sustain drought"
"Intercropping (with beans)","LessPreferred","Uganda","Female","less yield"
"Livestock feed","LessPreferred","Uganda","Male","takes alot fertilizer doesnt sustain drought"
"Food and fodder","LessPreferred","Uganda","Female","cant delicious yellow"
"Drought avoidance","LessPreferred","Uganda","Male","needs alot fertilizer"
"Livestock feed","LessPreferred","Uganda","Female","animalsi dont grow something dont eat"
"Family nutrition","LessPreferred","Uganda","Female","mostly helps children therefore good"
"Livestock feed","LessPreferred","Uganda","Female","need something fodder household just selling livestock farmers already"
"Resilience","LessPreferred","Uganda","Male","agro dealers lied sell resilient types yet incurring losses"
"Resilience","LessPreferred","Uganda","Male","doesnt yield alot"
"Home use","LessPreferred","Uganda","Male","respondent growing needs change"
"Intercropping (with beans)","LessPreferred","Uganda","Female","mixing"
"Family nutrition","LessPreferred","Uganda","Female","yellow maizewe dont yellow maize"
"Livestock feed","LessPreferred","Uganda","Male","cant fodder household market grow"
"Green maize","LessPreferred","Uganda","Female","fodder household livestock"
"Intercropping (with beans)","LessPreferred","Uganda","Male","requires iver space consumes alot space"
"Family nutrition","LessPreferred","Uganda","Male","yield much"
"Resilience","LessPreferred","Uganda","Female","yield months long first yield months"
"Food and fodder","LessPreferred","Uganda","Female","yield much others"
"Resilience","LessPreferred","Uganda","Male","easily affected diseasesb"
"Home use","LessPreferred","Uganda","Male","maize cobs small size"
"Drought avoidance","LessPreferred","Uganda","Female","small cobs shorter"
"Resilience","LessPreferred","Uganda","Male","yield minimal"
"Family nutrition","LessPreferred","Uganda","Male","resistant drought"
"Livestock feed","LessPreferred","Uganda","Male","piece land isnot enough include mzize livestock fodder"
"Livestock feed","LessPreferred","Uganda","Female","drought disease resistant"
"Food and fodder","LessPreferred","Uganda","Female","respondent animsls"
"Family nutrition","LessPreferred","Uganda","Male","case drought make loss"
"Livestock feed","LessPreferred","Uganda","Female","doesnt sustain drought disease"
"Home use","LessPreferred","Uganda","Female","low yield"
"Livestock feed","LessPreferred","Uganda","Male","drought resistant disease free"
"Family nutrition","LessPreferred","Uganda","Female","easily affected disease though nutritious"
"Livestock feed","LessPreferred","Uganda","Male","mainly livestock"
"Intercropping (with beans)","LessPreferred","Uganda","Female","yield intercrop prefers  planting maize plant"
"Livestock feed","LessPreferred","Uganda","Male","mainly livestock"
"Livestock feed","LessPreferred","Uganda","Male","doesnt sustain drought disease"
"Drought avoidance","LessPreferred","Uganda","Male","early harvest lead make loss"
"Livestock feed","LessPreferred","Uganda","Female","livestock doesnt sustain drought"
"Intercropping (with beans)","LessPreferred","Uganda","Female","gives small yield"
"Food and fodder","LessPreferred","Uganda","Female","agro dealer video said harvest minimal"
"Livestock feed","LessPreferred","Uganda","Male","multipurpose much household uses"
"Home use","LessPreferred","Uganda","Female","drought avoids"
"Livestock feed","LessPreferred","Uganda","Female","livestock dont rear much"
"Family nutrition","LessPreferred","Uganda","Male","maize yellow color jot rwady market"
"Livestock feed","LessPreferred","Uganda","Male","plant end fail market"
"Green maize","LessPreferred","Uganda","Female","sell green maize pay less"
"Intercropping (with beans)","LessPreferred","Uganda","Male","higher yield periods"
"Livestock feed","LessPreferred","Uganda","Male","fodder expensive intercrop terms fertilizer"
"Food and fodder","LessPreferred","Uganda","Female","fodder household livestock maize dont need grow unique maize"
"Family nutrition","LessPreferred","Uganda","Male","multipurpose just eating promote health household"
"Green maize","LessPreferred","Uganda","Female","doesnt yield alot"
"Livestock feed","LessPreferred","Uganda","Female","requires higher fertilizer"
"Home use","LessPreferred","Uganda","Female","highly productive"
"Intercropping (with beans)","LessPreferred","Uganda","Female","low yield expected"
"Intercropping (with beans)","LessPreferred","Uganda","Female","produces low yieldshey"
"Family nutrition","LessPreferred","Uganda","Female","customers yellow maize"
"Resilience","LessPreferred","Uganda","Female","maize limited market requires lot fertilizer"
"Livestock feed","LessPreferred","Uganda","Female","maize market"
"Intercropping (with beans)","LessPreferred","Uganda","Female","yield less big space"
"Livestock feed","LessPreferred","Uganda","Female","maize fodder livestock market"
"Food and fodder","LessPreferred","Uganda","Male","maize yield less maize"
"Intercropping (with beans)","LessPreferred","Uganda","Male","need much space perharps need planted fix way"
"Family nutrition","LessPreferred","Uganda","Male","just household consumption sell"
"Livestock feed","LessPreferred","Uganda","Male","need fertilizer growing"
"Livestock feed","LessPreferred","Uganda","Male","plant crop purposely commercial purpose getting customers buy hard"
"Intercropping (with beans)","LessPreferred","Uganda","Male","monocropping better yield"
"Family nutrition","LessPreferred","Uganda","Male","maize"
"Livestock feed","LessPreferred","Uganda","Male","maize drought"
"Livestock feed","LessPreferred","Uganda","Male","maize low market community"
"Intercropping (with beans)","LessPreferred","Uganda","Male","maize yield less big space"
"Livestock feed","LessPreferred","Uganda","Female","maize mostly fodder livestock dont rear"
"Livestock feed","LessPreferred","Uganda","Male","livestock market"
"Food and fodder","LessPreferred","Uganda","Female","yield drought"
"Home use","LessPreferred","Uganda","Male","saidnthis goodnfor household consumption yet grow maize selling"
"Livestock feed","LessPreferred","Uganda","Male","livestock"
"Family nutrition","LessPreferred","Uganda","Male","takes long grow"
"Home use","LessPreferred","Uganda","Male","chances getting low yield high incase drought disease"
"Family nutrition","LessPreferred","Uganda","Female","requires alot space"
"Livestock feed","LessPreferred","Uganda","Male","mainly livestock"
"Food and fodder","LessPreferred","Uganda","Female","respondent doesnot rear livestock small piece land"
"Home use","LessPreferred","Uganda","Female","just household uses yet respondent rearing poultry"
"Food and fodder","LessPreferred","Uganda","Female","respondent livestock many live stock farmers area"
"Home use","LessPreferred","Uganda","Male","mainly eating respondent grew alot maize cant eat"
"Resilience","LessPreferred","Uganda","Female","cant mix different crop time"
"Drought avoidance","LessPreferred","Uganda","Male","early harvest lead loss"
"Livestock feed","LessPreferred","Uganda","Male","dont rear livestock doesnt sustain drought"
"Livestock feed","LessPreferred","Uganda","Female","doesnt sustain drought takes alot fertilizer"
"Family nutrition","LessPreferred","Uganda","Female","easily sold"
"Food and fodder","LessPreferred","Uganda","Male","market mostly color"
"Green maize","LessPreferred","Uganda","Female","selling green maize yield little money"
"Family nutrition","LessPreferred","Uganda","Female","yellow"
"Home use","LessPreferred","Uganda","Female","others"
"Green maize","LessPreferred","Uganda","Male","resistant drought"
"Intercropping (with beans)","LessPreferred","Uganda","Male","livestock"
"Home use","LessPreferred","Uganda","Female","low yield household consumption"
"Resilience","LessPreferred","Uganda","Female","grow infertility soil"
"Home use","LessPreferred","Uganda","Female","different growing"
"Food and fodder","LessPreferred","Uganda","Male","almost"
"Home use","LessPreferred","Uganda","Female","low yield"
"Family nutrition","LessPreferred","Uganda","Male","needs fertilizer grow"
"Livestock feed","LessPreferred","Uganda","Male","doesnt livestock moment fodder using maize"
"Livestock feed","LessPreferred","Uganda","Male","least preferred market"
"Green maize","LessPreferred","Uganda","Female","respondent finds green maize least preferred mostly sells maize drought"
"Livestock feed","LessPreferred","Uganda","Female","majorly livestock fodder yet concertration household consumption"
"Intercropping (with beans)","LessPreferred","Uganda","Female","gives less yield"
"Drought avoidance","LessPreferred","Uganda","Female","gives less yield case drought"
"Green maize","LessPreferred","Uganda","Female","market fresh maize"
"Livestock feed","LessPreferred","Uganda","Male","hard market kind maize"
"Livestock feed","LessPreferred","Uganda","Male","requires alot fertilizer"
"Green maize","LessPreferred","Uganda","Male","maize drought tolerant"
"Resilience","LessPreferred","Uganda","Male","requires fertilizer"
"Resilience","LessPreferred","Uganda","Male","requires spacingth"
"Food and fodder","LessPreferred","Uganda","Male","produces low yield"
"Livestock feed","LessPreferred","Uganda","Female","ready market"
"Green maize","LessPreferred","Uganda","Male","preferred fresh much difference"
"Family nutrition","LessPreferred","Uganda","Male","fresh maize"
"Livestock feed","LessPreferred","Uganda","Female","livestock"
"Green maize","LessPreferred","Uganda","Female","commonths others fresh"
"Family nutrition","LessPreferred","Uganda","Male","yellow make difficult market buyers familiar color"
"Livestock feed","LessPreferred","Uganda","Male","plants"
"Family nutrition","LessPreferred","Uganda","Female","believes types maize havd nutrient nothing special"
"Intercropping (with beans)","LessPreferred","Uganda","Female","intercrop yield less monocropping"
"Home use","LessPreferred","Uganda","Female","highly productive"
"Food and fodder","LessPreferred","Uganda","Female","produces low yield"
"Livestock feed","LessPreferred","Uganda","Female","color market livestock"
"Green maize","LessPreferred","Uganda","Male","others"
"Green maize","LessPreferred","Uganda","Female","green maize limited market"
"Resilience","LessPreferred","Uganda","Male","needs fertilizer perform"
"Green maize","LessPreferred","Uganda","Male","requires fertilizer expensive"
"Intercropping (with beans)","LessPreferred","Uganda","Female","usual maize plants"
"Livestock feed","LessPreferred","Uganda","Male","might problematic market type maize"
"Green maize","LessPreferred","Uganda","Female","doesnt grow maize sell still fresh"
"Livestock feed","LessPreferred","Uganda","Female","fodder livestock"
"Food and fodder","LessPreferred","Uganda","Male","maize takes long time maturity affected drought"
"Green maize","LessPreferred","Uganda","Male","maize requires fertilizer expensive buy"
"Family nutrition","LessPreferred","Uganda","Female","intercrop"
"Family nutrition","LessPreferred","Uganda","Male","affected disease"
"Resilience","LessPreferred","Uganda","Male","highly productive"
"Livestock feed","LessPreferred","Uganda","Female","ready market"
"Family nutrition","LessPreferred","Uganda","Female","market color yellow"
"Home use","LessPreferred","Uganda","Female","household yet uses yet livestock"
"Livestock feed","LessPreferred","Uganda","Female","grow maize livestock"
"Resilience","LessPreferred","Uganda","Male","attracts market white type"
"Livestock feed","LessPreferred","Uganda","Male","cant plant something dont eat give livestock"
"Green maize","LessPreferred","Uganda","Female","ited market"
"Livestock feed","LessPreferred","Uganda","Male","favours keeping livestock large scale"
"Family nutrition","LessPreferred","Uganda","Male","others nutrition"
"Livestock feed","LessPreferred","Uganda","Male","requires lot"
"Food and fodder","LessPreferred","Uganda","Female","almost part drought leftover livestock"
"Family nutrition","LessPreferred","Uganda","Female","children old enough"
"Resilience","LessPreferred","Uganda","Male","leaves maize"
"Green maize","LessPreferred","Uganda","Male","market fresh maize"
"Livestock feed","LessPreferred","Uganda","Female","livestock"
"Livestock feed","LessPreferred","Uganda","Male","good livestock"
"Home use","LessPreferred","Uganda","Female","maize hom"
"Livestock feed","LessPreferred","Uganda","Female","mostly livestock"
"Drought avoidance","LessPreferred","Uganda","Male","low yield"
"Green maize","LessPreferred","Uganda","Female","find hard market"
"Livestock feed","LessPreferred","Uganda","Male","hard market"
"Family nutrition","LessPreferred","Uganda","Female","customers yellow type maize"
"Resilience","LessPreferred","Uganda","Female","isthe highly productive"
"Family nutrition","LessPreferred","Uganda","Male","possility making loss incase drought"
"Food and fodder","LessPreferred","Uganda","Female","maturity months"
"Livestock feed","LessPreferred","Uganda","Male","market easily affected drought disease"
"Livestock feed","LessPreferred","Uganda","Female","doesnot market opts sell"
"Family nutrition","LessPreferred","Uganda","Male","maize limited human"
"Livestock feed","LessPreferred","Uganda","Female","caters livestock"
"Green maize","LessPreferred","Uganda","Male","requires various fertilizer"
"Home use","LessPreferred","Uganda","Male","intercrop sauce favours farmers small land"
"Livestock feed","LessPreferred","Uganda","Male","maize fodder livestock"
"Resilience","LessPreferred","Uganda","Female","maize cant intercrop"
"Livestock feed","LessPreferred","Uganda","Male","dont livestock fodder type market problem"
"Livestock feed","LessPreferred","Uganda","Female","market"
"Food and fodder","LessPreferred","Uganda","Male","dont livestock fodder"
"Home use","LessPreferred","Uganda","Female","much drought resistant"
"Home use","LessPreferred","Uganda","Male","maize requires fertilizer grow"
"Livestock feed","LessPreferred","Uganda","Female","maize market community"
"Drought avoidance","LessPreferred","Uganda","Female","maize requires fertilizer expensive"
"Family nutrition","LessPreferred","Uganda","Male","maize takes long periods maturity"
"Green maize","LessPreferred","Uganda","Male","interested eating fresh maize"
"Livestock feed","LessPreferred","Uganda","Female","ready market"
"Livestock feed","LessPreferred","Uganda","Female","affected disease"
"Green maize","LessPreferred","Uganda","Male","requires different types fertilizer"
"Livestock feed","LessPreferred","Uganda","Male","market"
"Intercropping (with beans)","LessPreferred","Uganda","Male","already uses"
"Food and fodder","LessPreferred","Uganda","Female","maize"
"Family nutrition","LessPreferred","Uganda","Female","impressed"
"Livestock feed","LessPreferred","Uganda","Male","hard market factories process livestock fodder"
"Green maize","LessPreferred","Uganda","Female","less normally grow"
"Resilience","LessPreferred","Uganda","Female","much interested fodder"
"Food and fodder","LessPreferred","Uganda","Male","anyother remains given livestock"
"Food and fodder","LessPreferred","Uganda","Male","needs fertilizer expensive"
"Intercropping (with beans)","LessPreferred","Uganda","Female","looks plant"
"Livestock feed","LessPreferred","Uganda","Female","work livestock poultry"
"Livestock feed","LessPreferred","Uganda","Male","mainly good livestock"
"Intercropping (with beans)","LessPreferred","Uganda","Female","doesnot intercrop growing maize least preference"
"Food and fodder","LessPreferred","Uganda","Female","maize fodder tge livestock"
"Livestock feed","LessPreferred","Uganda","Female","mainly good livestock market apart selling pigs people"
"Home use","LessPreferred","Uganda","Male","almost uses"
"Green maize","LessPreferred","Uganda","Male","limited market fresh maize"
"Livestock feed","LessPreferred","Uganda","Male","market livestock"
"Food and fodder","LessPreferred","Uganda","Female","similarities"
"Livestock feed","LessPreferred","Uganda","Male","livestock"
"Green maize","LessPreferred","Uganda","Female","market challenges"
"Home use","LessPreferred","Uganda","Female","choices make"
"Resilience","LessPreferred","Uganda","Male","gives low yield"
"Intercropping (with beans)","LessPreferred","Uganda","Male","gives less yield takes long process weed maize"
"Green maize","LessPreferred","Uganda","Male","hafe limited market"
"Livestock feed","LessPreferred","Uganda","Female","hard market dont many livestock keepers community livestock farmer"
"Home use","LessPreferred","Uganda","Male","yield much"
"Green maize","LessPreferred","Uganda","Female","limited market"
"Intercropping (with beans)","LessPreferred","Uganda","Male","yiu intercrop alot space thisnreduces yield yiu intercrop wants uses chemicals kill weed die"
"Resilience","LessPreferred","Uganda","Female","said yield little"
"Family nutrition","LessPreferred","Uganda","Male","nutritious fruits dont maiz"
"Livestock feed","LessPreferred","Uganda","Female","said livestock market people wants white maize"
"Home use","LessPreferred","Uganda","Male","multipurpose"
"Resilience","LessPreferred","Uganda","Female","times spray gardens"
"Livestock feed","LessPreferred","Uganda","Female","isnt multipurpose compared fodder fodder"
"Livestock feed","LessPreferred","Uganda","Female","dont rear livestock therefore grow household consumption"
"Family nutrition","LessPreferred","Uganda","Male","dont yellow maize"
"Home use","LessPreferred","Uganda","Male","much important livestock fodder"
"Resilience","LessPreferred","Uganda","Female","requires fertilizer come"
"Livestock feed","LessPreferred","Uganda","Male","basically livestock"
"Food and fodder","LessPreferred","Uganda","Female","requires alot fertilizer"
"Intercropping (with beans)","LessPreferred","Uganda","Male","needs alot fertilizer"
"Drought avoidance","LessPreferred","Uganda","Female","shorter cobs"
"Drought avoidance","LessPreferred","Uganda","Male","soil goodcool fertiletherefore much priority"
"Livestock feed","LessPreferred","Uganda","Female","livestock"
"Livestock feed","LessPreferred","Uganda","Female","community market"
"Resilience","LessPreferred","Uganda","Male","yield less"
"Livestock feed","LessPreferred","Uganda","Male","specific livestock market people dont know explain alot buyers able sell"
"Drought avoidance","LessPreferred","Uganda","Female","extent drought resistant"
"Intercropping (with beans)","LessPreferred","Uganda","Female","returns harvest less whenever intercrop"
"Family nutrition","LessPreferred","Uganda","Male","nutritious applies plants"
"Home use","LessPreferred","Uganda","Male","less livestock yet much suitable provision fodder livestock"
"Livestock feed","LessPreferred","Uganda","Female","yellow maize"
"Drought avoidance","LessPreferred","Uganda","Female","drought resistant according good according ranking"
"Livestock feed","LessPreferred","Uganda","Male","limited space"
"Family nutrition","LessPreferred","Uganda","Male","cobs big"
"Intercropping (with beans)","LessPreferred","Uganda","Female","returns smaller intercrop"
"Family nutrition","LessPreferred","Uganda","Female","sell type regardless nutritional value"
"Livestock feed","LessPreferred","Uganda","Male","available types offer fodder livestock market"
"Family nutrition","LessPreferred","Uganda","Male","nutrient elsewhere"
"Drought avoidance","LessPreferred","Uganda","Female","requires alot fertilizer"
"Home use","LessPreferred","Uganda","Male","basically household consumption yet focus maize sell money"
"Livestock feed","LessPreferred","Uganda","Male","majorly livestock raedy market"
"Resilience","LessPreferred","Uganda","Female","yield quit low meet needs"
"Food and fodder","LessPreferred","Uganda","Male","market hard specifically livestock poultry"
"Livestock feed","LessPreferred","Uganda","Female","livestock dont rear livestock"
"Resilience","LessPreferred","Uganda","Female","needs alot fertilizer grow"
"Livestock feed","LessPreferred","Uganda","Male","livestock dont livestock drought resistant"
"Intercropping (with beans)","LessPreferred","Uganda","Male","needs alot land cultivation yield less"
"Home use","LessPreferred","Uganda","Male","majorly household uses wants majorly selling"
"Intercropping (with beans)","LessPreferred","Uganda","Female","grown small piece land needs alot space planting"
"Resilience","LessPreferred","Uganda","Female","needs application fertilizer grow"
"Family nutrition","LessPreferred","Uganda","Female","less land market"
"Resilience","LessPreferred","Uganda","Female","times drought disease reasonable amounts returns harvest"
"Intercropping (with beans)","LessPreferred","Uganda","Male","gives low output harvest periods"
"Resilience","LessPreferred","Uganda","Male","difference much"
"Family nutrition","LessPreferred","Uganda","Male","concetrated mostly nutriunts yield"
"Food and fodder","LessPreferred","Uganda","Female","needs alot fertilizer cant afford"
"Resilience","LessPreferred","Uganda","Female","maturity months"
"Home use","LessPreferred","Uganda","Male","needs alot fertilizer drought resistant"
"Livestock feed","LessPreferred","Uganda","Male","similar food fodder"
"Family nutrition","LessPreferred","Uganda","Male","drought resistant"
"Food and fodder","LessPreferred","Uganda","Female","livestock applicable low harvest"
"Intercropping (with beans)","LessPreferred","Uganda","Female","yield low economically viable"
"Intercropping (with beans)","LessPreferred","Uganda","Female","cant grow"
"Drought avoidance","LessPreferred","Uganda","Female","think strong drought rainfall much might survive"
"Green maize","LessPreferred","Uganda","Male","village theres market green maize"
"Food and fodder","LessPreferred","Uganda","Male","number hencei livestock learnt kind fodder"
"Intercropping (with beans)","LessPreferred","Uganda","Male","low harvest"
"Food and fodder","LessPreferred","Uganda","Male","yield low"
"Intercropping (with beans)","LessPreferred","Uganda","Male","low yield"
"Family nutrition","LessPreferred","Uganda","Female","source nutrient maize fruits"
"Food and fodder","LessPreferred","Uganda","Male","look market livestock fodder might difficult almost grow"
"Intercropping (with beans)","LessPreferred","Uganda","Female","says growing intercrop good"
"Home use","LessPreferred","Uganda","Male","good household uses almost grow thought still insists similar grow"
"Green maize","LessPreferred","Uganda","Female","immediate market green maize"
"Food and fodder","LessPreferred","Uganda","Male","drought resistant"
"Home use","LessPreferred","Uganda","Female","dont storage maize dries sell immediately resistant disease storage problem"
"Livestock feed","LessPreferred","Uganda","Female","livestock"
"Green maize","LessPreferred","Uganda","Female","doesnt rady market drought maize"
"Home use","LessPreferred","Uganda","Male","long periods maturity harvest months compared resilient"
"Family nutrition","LessPreferred","Uganda","Female","yellow color yellow rainfall"
"Family nutrition","LessPreferred","Uganda","Female","high nutrient type maize majorly children"
"Green maize","LessPreferred","Uganda","Male","maize plant bares maize grow"
"Food and fodder","LessPreferred","Uganda","Male","takes long maturity livestock give fodder"
"Livestock feed","LessPreferred","Uganda","Female","less market"
"Green maize","LessPreferred","Uganda","Female","slightly similar mine"
"Livestock feed","LessPreferred","Uganda","Male","less livestock less uses"
"Livestock feed","LessPreferred","Uganda","Male","drought resistant needs lot fertilizer"
"Intercropping (with beans)","LessPreferred","Uganda","Male","similar growing"
"Green maize","LessPreferred","Uganda","Female","according shown last sell still green"
"Green maize","LessPreferred","Uganda","Male","good people rareing alot livestock"
"Food and fodder","LessPreferred","Uganda","Female","nutritious livestock focus right now"
"Food and fodder","LessPreferred","Uganda","Male","needs different fertilizer"
"Livestock feed","LessPreferred","Uganda","Female","basically livestock"
"Home use","LessPreferred","Uganda","Female","believe good household consumption"
"Home use","LessPreferred","Uganda","Female","similar intend plant"
"Intercropping (with beans)","LessPreferred","Uganda","Male","never indulge intercrop"
"Livestock feed","LessPreferred","Uganda","Male","popular market basically suitable livestock birds"
